,商品名称,商品编号,商品毛重,商品产地,搭配主板,板型,处理器,店铺,M.2接口数量,RGB,适用CPU接口,质保期,是否支持PCIE4.0,INTEL芯片,Wi-Fi连接,SSD固态硬盘接口,适用场景,IDE接口,声道,DDR代数,内存插槽,内存标准,最大内存容量,PCI 插槽,PCI Express x16,PCI Express x1,接口,集成显卡,最大网络速度,平台类型,品牌,型号,板型大小,电源接口,适用游戏,AMD芯片,SATA,RAID支持,声卡特色,PCI Express x4,兼容系列,系统风扇插座,USB扩展接口,CPU风扇插座,RJ 45网络接口,USB,音频接口,HDMI接口,PS/2,游戏特色,货号,IEEE 1394扩展接口,LPT扩展接口,光纤接口,S/PDIF 同轴接口,ESATA,声卡类型,产品净重,产品尺寸（mm）,COM扩展接口,网卡类型,质保年限
182,华硕（ASUS）H310R2.0系列台式机电脑主板PRIMEH310M-FR2.0,43838331638,1.1kg,,,M-ATX（紧凑型）,,华之硕电脑专营店,1个,不是RGB,INTEL1151（八代）,,不支持PCIE4.0,H310,不支持WiFi,SATA接口,家用/办公,无,7.1声道,DDR4,其它,,32GB,0个,1个,,,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,H310,21.34厘米x17.78厘米,24+4,剑灵，吃鸡游戏，Apex英雄,,4个,,,,,,,,1个,,3x3.5mm接口,,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,1x光纤接口,,,RealtekALC887,,,,,3年质保
183,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
184,华硕PRIMEH510M-K,100011840207,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,不支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公,无,7.1声道,DDR4,2xddr2内存插槽,DDR42800；DDR42666；DDR42400；DDR42200；DDR42133,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,华硕ASUS,PRIMEH510M-K,,24+8,,,4个,,,0个,,,,,,,,,,,,,,,,,,,,,其他,3年质保
185,技嘉B450MDS3H,8259914,0.85kg,中国,,M-ATX（紧凑型）,,,1个,不是RGB,AMDAM4,,不支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666,64GB,0个,1个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,技嘉GIGABYTE,B450MDS3H,24.4cmx21.5cm,24+8,,B450,,RAID0、RAID1、RAID10,支持HighDefinitionAudio,,,,,,1个,,,1个,1xPS/2键鼠接口,技嘉UD耐久,,,,,,,,,,,,3年质保
186,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
187,微星B560MBOMBER,100020474054,0.8kg,中国大陆,,M-ATX（紧凑型）,,,1个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,64GB,0个,1个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,微星MSI,B560MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,6个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,,,,,,,,,3年质保
188,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
189,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
190,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
191,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
192,英特尔(Intel)酷睿I510400F/10400/11400F盒装电脑处理器影驰主板CPU套装影驰B460M幻影主板IntelI510400F套装,10023606822375,500.00g,,B460,M-ATX（紧凑型）,Inteli5,锐世界旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3kg,180,,,
193,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
194,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
195,七彩虹CVNB550MGAMINGFROZENV14,100007577807,1.31kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200；DDR43600；DDR43800,128GB,0个,1个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,七彩虹COlORFUL,CVNB550MGAMINGPROV14,245*245mm,24+8,英雄联盟，守望先锋，DOTA2，GTA5,B550,4个,RAID0、RAID1、RAID10,天籁魔音系统,1个,支持3代锐龙Ryzen处理器(不支持3400G、3200G),3组,3组,1个CPU风扇插座，2个3Pin5VARGB插座，2个4Pin12VRGB插座,1个,6个,6x3.5mm接口,1个,1xPS/2键鼠接口,,,,,,,,,,,,,3年质保
196,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
197,微星套装,100020106124,3.0kg,中国大陆,B560,M-ATX（紧凑型）,Inteli7,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8kg,280*272,,,
198,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
199,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
200,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
201,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
202,华硕ASUSPRIMEH410M/H510M主板支持G6405/10400F/11400FPRIMEH410M-A【支持十代酷睿】,72125731317,100.0kg,,,M-ATX（紧凑型）,,华硕鸿鑫专卖店,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议),家用/办公,无,其他,DDR4,2xddr2内存插槽,DDR42200；DDR42666；DDR43000,64GB,0个,1个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,华硕ASUS,PRIMEH410/H510,,24+8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
203,英特尔i711700K11700F盒装搭微星B560m迫击炮Z590CPU主板套装Z590GAMINGPLUS电竞版i711700K8核16线程(带核显可超频),10025996774923,2.2kg,,Z590,M-ATX（紧凑型）,Inteli7,蜀刀电脑DIY旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
204,华擎H410M-ITX/ac主板,100013507418,0.7kg,越南,,MINI-ITX（迷你型）,,,1个,不是RGB,INTELLGA1200,,不支持PCIE4.0,H410,支持WIFI,M.2接口(NVMe协议),家用/办公,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42800,64GB,0个,1个,0个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,H410M-ITX/ac,17.0cmx17.0cm,24+8,,,4个,,,,,2组,2组,1组,1个,4个,,1个,1xPS/2键鼠接口,,,,,,,,RealtekALC887,,,,,3年质保
205,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
206,微星B560MMORTAR,100019686776,1.66kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,微星MSI,MAGB560MMORTAR,244x244,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,6个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,,微星GAMING,,,,1x光纤接口,,,,,,,,3年质保
207,华硕否,100014042876,1.5kg,中国大陆,B450,M-ATX（紧凑型）,锐龙5,,,,,,,,,,,,,,,,,,,,AMDAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
208,微星（MSI）Z490M\/B460M\/B560M系列游戏电脑主板支持10代intelCPUZ490GAMINGPLUS电竞板全国联保,69030077957,2.1kg,,,M-ATX（紧凑型）,,奥都数码专营店,1个,RGB,INTELLGA1200,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR42133；DDR44000及以上,128GB,2个,2个,3个,INTELLGA1200,是集成显卡,其他,Intel平台,,Z490,,24+12,英雄联盟，吃鸡游戏，DOTA2，武装突袭3,,6个,,,2个,支持第十代英特尔?酷睿?处理器,,,,2个,,,1个,,微星GAMING,,,,,,,RealtekALC892,,,,,3年质保
209,七彩虹CVNB560MGAMINGPROV20,100021320326,1.42kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200；DDR43600；DDR43800；DDR44000及以上,128GB,0个,1个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,七彩虹COlORFUL,CVNB560MGAMINGPROV20,245mm*245mm,24+8,英雄联盟，巫师3，坦克世界，吃鸡游戏,,6个,,天籁魔音系统,1个,支持第10、11代i7/i5/i3/奔腾处理器,3组,2组,1组CPU风扇插座,1个,6个,6x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,,,,,,,,,,,,,3年质保
210,铭瑄套装,100010538725,2.55kg,中国大陆,B550,M-ATX（紧凑型）,锐龙5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8kg,245*245（mm）,,,
211,华硕TUFGAMINGB550M-PLUS(WI-FI),100013699280,1.36kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,AMDAM4,非集成显卡,2500M,AMD平台,华硕ASUS,TUFGAMINGB550M-PLUS(WI-FI),24.4cmx24.4cm,24+8,,B550,4个,,,,,,,,1个,8个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,S1200A,,,,,3年质保
212,华硕华硕PRIMEH510M-A主板+英特尔(Intel)i3-10105F酷睿CPU处理器板U套装CPU主板套装,100021586518,1.5kg,中国大陆,H510,M-ATX（紧凑型）,Inteli3,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
213,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
214,华硕PROWSWRX80E-SAGESEWIFI,100019986690,5.17kg,中国大陆,,E-ATX（加大型）,,,3个,不是RGB,AMD其他,,支持PCIE4.0,,WiFi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,工作站/服务器,无,其他,DDR4,8xddr4内存插槽,DDR43200；DDR43000；DDR42800；DDR42666；DDR42400；DDR42200；DDR42133,其他,0个,7个,0个,AMD其他,非集成显卡,其他,AMD平台,华硕ASUS,PROWSWRX80E-SAGESEWIFI,30.98cmx33.02cm,24+16,,其他,8个,,,0个,,,,,,,,,,,,,,,,,其他,,,,其他,3年质保
215,华硕TUFGAMINGX570-PLUS(WI-FI),100003815417,1.505kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,TUFGAMINGX570-PLUS(WI-FI),12.0英寸x9.6英寸(30.5厘米x24.4厘米),24+12,,X570,6个,RAID0、RAID1、RAID10,,,AMDAM4插槽第3代和第2代AMD锐龙/第2代和第1代AMD锐龙搭载RadeonVegaGraphics处理器,3组,3组,,1个,6个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,,,,,,3年质保
216,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
217,映泰B550T-SILVER,100022017792,0.84kg,中国大陆,,MINI-ITX（迷你型）,,,1个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,ALC897,DDR4,2xDDR4,DDR42666；DDR43000；DDR43200；DDR43600,64GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,映泰BIOSTAR,B550T-SILVER,17cm*17cm,24+8,梦三国，孤岛惊魂4，吃鸡游戏，GTA5,B550,6个,"SupportsAHCI&RAID0,1,10",智能HiFi音效,,支持SocketAM4系列处理器锐龙3-5代处理器,1组,2组,1,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,,,,,,,,,3年质保
218,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
219,技嘉（GIGABYTE）B460MAORUSELITE小雕主板+CPU套装电脑板u套装B560MAORUSELITE小雕三年质保中文盒装,47690411421,1.25kg,,,M-ATX（紧凑型）,,灵竞DIY旗舰店,2个,不是RGB,INTELLGA1200,,不支持PCIE4.0,B460,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR42666；DDR42800；DDR43000,128GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,技嘉B460MAORUSELITE,24.4cmx24.4cm,24+8,英雄联盟，刺客信条，DOTA2,,6个,RAID0，RAID1，RAID5，RAID10,支持2/4/5.1/7.1声道,1个,,3组,6组,,1个,6个,3x3.5mm接口,1个,1xPS/2键鼠接口,技嘉AORUS,,0组,1组,1x光纤接口,1个,0组,RealtekALC1220-VB,,,1组,Intel网卡,3年以上质保
220,华硕（ASUS）TUFGAMINGB550M-PLUS,71671916115,1.265kg,,,M-ATX（紧凑型）,,华硕电脑配件专卖店,2个,ARGB,AMDAM4,,支持PCIE4.0,,不支持,M.2接口(NVMe协议),发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,华硕ASUS,TUFGAMINGB550M-PLUS,24.4cmx24.4cm,24+8,,B550,,,,,B550M-PLUS(WI-FI),,,,,,,,,,,,,,,,,,,,,3年质保
